------------------------------------------------------------
Client connecting to 10.6.5.2, TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[189] local 10.2.4.2 port 54932 connected with 10.6.5.2 port 5001
[ ID] Interval       Transfer     Bandwidth
[189] 297.0-298.0 sec  1.62 MBytes  13.6 Mbits/sec
[189] 298.0-299.0 sec  3.12 MBytes  26.2 Mbits/sec
[189] 299.0-300.0 sec  3.12 MBytes  26.2 Mbits/sec
[189] 300.0-301.0 sec  5.62 MBytes  47.2 Mbits/sec
[189] 301.0-302.0 sec  6.25 MBytes  52.4 Mbits/sec
[189] 302.0-303.0 sec  6.25 MBytes  52.4 Mbits/sec
[189] 303.0-304.0 sec  7.00 MBytes  58.7 Mbits/sec
[189] 304.0-305.0 sec  6.12 MBytes  51.4 Mbits/sec
[189] 305.0-306.0 sec  5.50 MBytes  46.1 Mbits/sec
[189] 306.0-307.0 sec  6.12 MBytes  51.4 Mbits/sec
[189] 307.0-308.0 sec  6.25 MBytes  52.4 Mbits/sec
[189] 308.0-309.0 sec  6.25 MBytes  52.4 Mbits/sec
[189]  0.0-309.6 sec   250 MBytes  6.77 Mbits/sec
